company,client,method,from,to,sample_size,con,lab,ld,ukip,grn,snp,pdf
Ashcroft,,,,2014-08-03,,0.3,0.33,0.08,0.18,,,
Populus,,,,2014-08-03,,0.35,0.37,0.09,0.12,,,
YouGov,Sun,,,2014-08-04,,0.34,0.38,0.06,0.13,,,
YouGov,Sun,,,2014-08-05,,0.33,0.38,0.08,0.12,,,
YouGov,Sun,,,2014-08-06,,0.34,0.37,0.09,0.12,,,
YouGov,Sun,,,2014-08-07,,0.33,0.38,0.07,0.12,,,
Populus,,,,2014-08-07,,0.36,0.35,0.09,0.11,,,
YouGov,Sunday Times,,,2014-08-08,,0.33,0.37,0.08,0.13,,,
ICM,Guardian,,,2014-08-10,,0.31,0.38,0.12,0.1,,,
Populus,,,,2014-08-11,,0.33,0.37,0.09,0.12,,,
Ipsos MORI,Evening Standard,,,2014-08-11,,0.33,0.33,0.07,0.13,,,
YouGov,Sun,,,2014-08-11,,0.33,0.37,0.08,0.12,,,
YouGov,Sun,,,2014-08-12,,0.35,0.38,0.08,0.11,,,
YouGov,Sun,,,2014-08-13,,0.34,0.36,0.1,0.12,,,
YouGov,Sun,,,2014-08-14,,0.35,0.35,0.08,0.12,,,
Populus,,,,2014-08-14,,0.32,0.35,0.09,0.14,,,
YouGov,Sunday Times,,,2014-08-15,,0.34,0.38,0.07,0.13,,,
Opinium,,,,2014-08-15,,0.28,0.32,0.1,0.21,,,
Populus,,,,2014-08-17,,0.32,0.37,0.09,0.14,,,
YouGov,Sun,,,2014-08-18,,0.33,0.38,0.08,0.12,,,
YouGov,Sun,,,2014-08-19,,0.36,0.37,0.09,0.12,,,
YouGov,Sun,,,2014-08-20,,0.34,0.38,0.09,0.11,,,
YouGov,Sun,,,2014-08-21,,0.33,0.38,0.08,0.12,,,
Populus,,,,2014-08-21,,0.33,0.39,0.09,0.11,,,
YouGov,Sunday Times,,,2014-08-22,,0.34,0.36,0.08,0.14,,,
ComRes,Independent on Sunday,,,2014-08-22,,0.32,0.34,0.08,0.18,,,
Populus,,,,2014-08-25,,0.32,0.38,0.08,0.15,,,
YouGov,Sun,,,2014-08-26,,0.33,0.37,0.08,0.13,,,
YouGov,Sun,,,2014-08-27,,0.34,0.35,0.07,0.14,,,
YouGov,Sun,,,2014-08-28,,0.33,0.36,0.07,0.13,,,
Populus,,,,2014-08-28,,0.35,0.34,0.08,0.13,,,
YouGov,Sunday Times,,,2014-08-29,,0.32,0.36,0.07,0.16,,,
Opinium,Observer,,,2014-08-29,,0.3,0.36,0.07,0.16,,,
Populus,,,,2014-08-31,,0.32,0.36,0.09,0.15,,,
ComRes,Independent,,,2014-08-31,,0.28,0.35,0.09,0.17,,,
YouGov,Sun,,,2014-09-01,,0.34,0.35,0.07,0.14,,,
YouGov,Sun,,,2014-09-02,,0.32,0.35,0.08,0.15,,,
YouGov,Sun,,,2014-09-03,,0.33,0.36,0.07,0.14,,,
YouGov,Sun,,,2014-09-04,,0.32,0.36,0.07,0.16,,,
Populus,,,,2014-09-04,,0.32,0.38,0.08,0.14,,,
YouGov,Sunday Times,,,2014-09-05,,0.33,0.35,0.07,0.15,,,
Ashcroft,,,,2014-09-07,,0.28,0.35,0.08,0.18,,,
Populus,,,,2014-09-07,,0.34,0.36,0.09,0.12,,,
YouGov,Sun,,,2014-09-08,,0.31,0.36,0.08,0.16,,,
YouGov,Sun,,,2014-09-09,,0.3,0.36,0.08,0.16,,,
Ipsos MORI,Evening Standard,,,2014-09-09,,0.34,0.33,0.07,0.15,,,
YouGov,Sun,,,2014-09-10,,0.32,0.38,0.06,0.14,,,
YouGov,Sun,,,2014-09-11,,0.31,0.35,0.07,0.16,,,
Opinium,Observer,,,2014-09-11,,0.29,0.37,0.07,0.19,,,
Populus,,,,2014-09-11,,0.33,0.37,0.09,0.13,,,
YouGov,Sunday Times,,,2014-09-12,,0.32,0.35,0.07,0.15,,,
Survation,Mail on Sunday,,,2014-09-12,,0.31,0.35,0.08,0.19,,,
ICM,Guardian,,,2014-09-14,,0.33,0.35,0.1,0.09,,,
Ashcroft,,,,2014-09-14,,0.33,0.33,0.09,0.14,,,
Populus,,,,2014-09-14,,0.34,0.35,0.09,0.13,,,
YouGov,Sun,,,2014-09-15,,0.31,0.35,0.07,0.15,,,
YouGov,Sun,,,2014-09-16,,0.34,0.37,0.07,0.12,,,
YouGov,Sun,,,2014-09-17,,0.33,0.36,0.08,0.13,,,
YouGov,Sun,,,2014-09-18,,0.33,0.35,0.08,0.14,,,
Populus,,,,2014-09-18,,0.32,0.36,0.09,0.15,,,
YouGov,Sunday Times,,,2014-09-19,,0.31,0.36,0.07,0.16,,,
Ashcroft,,,,2014-09-21,,0.27,0.33,0.09,0.17,,,
Populus,,,,2014-09-21,,0.33,0.37,0.09,0.12,,,
YouGov,Sun,,,2014-09-22,,0.33,0.35,0.07,0.14,,,
YouGov,Sun,,,2014-09-23,,0.31,0.37,0.07,0.15,,,
YouGov,Sun,,,2014-09-24,,0.33,0.37,0.07,0.13,,,
Populus,,,,2014-09-25,,0.33,0.37,0.09,0.13,,,
YouGov,Sun,,,2014-09-25,,0.31,0.37,0.07,0.13,,,
Opinium,Observer,,,2014-09-26,,0.32,0.34,0.07,0.17,,,
YouGov,Sunday Times,,,2014-09-26,,0.31,0.36,0.06,0.15,,,
ComRes,Independent on Sunday,,,2014-09-26,,0.29,0.35,0.07,0.19,,,
Ashcroft,,,,2014-09-28,,0.32,0.32,0.08,0.17,0.04,,
Populus,,,,2014-09-28,,0.34,0.36,0.07,0.14,0.05,,
ComRes,Independent,,,2014-09-28,,0.29,0.35,0.1,0.15,,,
YouGov,Sun,,,2014-09-29,,0.31,0.36,0.07,0.16,,,
YouGov,Sun,,,2014-09-30,,0.31,0.36,0.07,0.15,,,
YouGov,Sun,,,2014-10-01,,0.31,0.38,0.07,0.15,,,
YouGov,Sun,,,2014-10-02,,0.35,0.34,0.06,0.14,,,
Populus,,,,2014-10-02,,0.34,0.38,0.08,0.13,,,
YouGov,Sunday Times,,,2014-10-03,,0.36,0.34,0.07,0.13,,,
Populus,,,,2014-10-05,,0.31,0.37,0.08,0.15,,,
Ashcroft,,,,2014-10-05,,0.32,0.3,0.07,0.17,0.07,,
YouGov,Sun,,,2014-10-06,,0.35,0.33,0.08,0.13,,,
YouGov,Sun,,,2014-10-07,,0.32,0.34,0.08,0.15,,,
YouGov,Sun,,,2014-10-08,,0.33,0.34,0.07,0.14,0.06,,
Ashcroft,,,,2014-10-09,,0.31,0.34,0.08,0.18,0.04,,
YouGov,Sun,,,2014-10-09,,0.3,0.35,0.09,0.15,,,
Populus,,,,2014-10-09,,0.34,0.35,0.09,0.13,,,
Opinium,Observer,,,2014-10-09,,0.28,0.35,0.09,0.17,0.04,,
YouGov,Sunday Times,,,2014-10-10,,0.32,0.34,0.09,0.16,0.05,,
Survation,Mail on Sunday,,,2014-10-10,,0.31,0.31,0.07,0.25,0.02,,
ICM,Guardian,,,2014-10-12,,0.31,0.35,0.11,0.14,0.04,,
Ashcroft,,,,2014-10-12,,0.28,0.32,0.08,0.19,0.05,,
Populus,,,,2014-10-12,,0.35,0.36,0.09,0.13,0.03,,
YouGov,Sun,,,2014-10-13,,0.31,0.34,0.07,0.17,0.04,,
Ipsos MORI,Evening Standard,,,2014-10-14,,0.3,0.33,0.08,0.16,0.05,,
YouGov,Sun,,,2014-10-14,,0.3,0.34,0.08,0.18,0.05,,
YouGov,Sun,,,2014-10-15,,0.31,0.33,0.07,0.19,0.05,,
ComRes,Independent on Sunday,,,2014-10-16,,0.31,0.34,0.07,0.19,0.04,,
Populus,,,,2014-10-16,,0.33,0.35,0.1,0.14,0.04,,
YouGov,Sun,,,2014-10-16,,0.31,0.32,0.08,0.18,0.07,,
YouGov,Sunday Times,,,2014-10-17,,0.32,0.35,0.07,0.16,0.05,,
Ashcroft,,,,2014-10-19,,0.28,0.31,0.07,0.18,0.08,,
Populus,,,,2014-10-19,,0.34,0.36,0.09,0.13,0.03,,
YouGov,Sun,,,2014-10-20,,0.31,0.33,0.07,0.15,0.06,,
YouGov,Sun,,,2014-10-21,,0.32,0.33,0.08,0.16,0.05,,
YouGov,Sun,,,2014-10-22,,0.31,0.33,0.07,0.17,0.06,,
Populus,,,,2014-10-23,,0.33,0.35,0.09,0.15,0.03,,
YouGov,Sun,,,2014-10-23,,0.34,0.34,0.06,0.15,0.06,,
YouGov,Sunday Times,,,2014-10-24,,0.33,0.33,0.07,0.16,0.06,,
Opinium,Observer,,,2014-10-24,,0.33,0.33,0.06,0.18,0.04,,
ComRes,Independent,,,2014-10-26,,0.3,0.3,0.09,0.19,0.04,,
Populus,,,,2014-10-26,,0.34,0.36,0.08,0.13,0.03,,
Ashcroft,,,,2014-10-26,,0.31,0.31,0.07,0.18,0.05,,
YouGov,Sun,,,2014-10-27,,0.32,0.32,0.08,0.18,0.06,,
YouGov,Sun,,,2014-10-28,,0.32,0.33,0.08,0.17,0.05,,
YouGov,Sun,,,2014-10-29,,0.31,0.34,0.06,0.17,0.07,,
Populus,,,,2014-10-30,,0.34,0.34,0.08,0.15,0.05,,
YouGov,Sun,,,2014-10-30,,0.33,0.32,0.07,0.15,0.07,,
YouGov,Sunday Times,,,2014-10-31,,0.31,0.32,0.07,0.18,0.06,,
Populus,,,,2014-11-02,,0.34,0.35,0.09,0.13,0.04,,
Ashcroft,,,,2014-11-02,,0.3,0.29,0.1,0.16,0.06,,
YouGov,Sun,,,2014-11-03,,0.33,0.34,0.08,0.15,0.05,,
YouGov,Sun,,,2014-11-04,,0.32,0.34,0.07,0.15,0.06,,
Survation,Mirror,,,2014-11-05,,0.27,0.31,0.09,0.24,0.03,,
YouGov,Sun,,,2014-11-05,,0.32,0.33,0.07,0.17,0.07,,
Populus,,,,2014-11-06,,0.33,0.35,0.09,0.14,0.04,,
YouGov,Sun,,,2014-11-06,,0.32,0.33,0.08,0.15,0.07,,
Opinium,Observer,,,2014-11-07,,0.29,0.32,0.09,0.19,0.04,,
YouGov,Sunday Times,,,2014-11-07,,0.33,0.33,0.07,0.16,0.06,,
Survation,Mail on Sunday,,,2014-11-07,,0.29,0.34,0.06,0.23,0.03,,
Populus,,,,2014-11-09,,0.34,0.36,0.08,0.13,0.04,,
Ashcroft,,,,2014-11-09,,0.3,0.29,0.1,0.16,0.07,,
ICM,Guardian,,,2014-11-09,,0.31,0.32,0.11,0.14,0.06,,
Ipsos MORI,Evening Standard,,,2014-11-10,,0.32,0.29,0.09,0.14,0.07,,
YouGov,Sun,,,2014-11-10,,0.32,0.33,0.06,0.17,0.06,,
YouGov,Sun,,,2014-11-11,,0.33,0.34,0.07,0.15,0.06,,
YouGov,Sun,,,2014-11-12,,0.32,0.35,0.07,0.15,0.06,,
Populus,,,,2014-11-13,,0.33,0.35,0.09,0.13,0.04,,
YouGov,Sun,,,2014-11-13,,0.33,0.32,0.08,0.15,0.06,,
YouGov,Sunday Times,,,2014-11-14,,0.31,0.33,0.07,0.18,0.05,,
ComRes,Ind on Sun/Sun Mirror,,,2014-11-14,,0.3,0.34,0.08,0.19,0.03,,
Populus,,,,2014-11-16,,0.35,0.36,0.07,0.11,0.05,,
Ashcroft,,,,2014-11-16,,0.29,0.3,0.09,0.16,0.07,,
Opinium,,,,2014-11-17,,0.34,0.33,0.05,0.18,0.04,,
YouGov,Sun,,,2014-11-17,,0.33,0.32,0.07,0.15,0.08,,
YouGov,Sun,,,2014-11-18,,0.32,0.34,0.07,0.15,0.06,,
YouGov,Sun,,,2014-11-19,,0.34,0.33,0.07,0.14,0.06,,
Opinium,Observer,,,2014-11-20,,0.3,0.33,0.07,0.19,0.04,,
Populus,,,,2014-11-20,,0.33,0.36,0.09,0.14,0.04,,
YouGov,Sun,,,2014-11-20,,0.34,0.33,0.07,0.15,0.06,,
YouGov,Sun on Sunday,,,2014-11-21,,0.33,0.34,0.08,0.15,0.05,,
YouGov,Sunday Times,,,2014-11-21,,0.33,0.33,0.07,0.16,0.06,,
Populus,,,,2014-11-23,,0.31,0.36,0.09,0.15,0.05,,
Ashcroft,,,,2014-11-23,,0.27,0.32,0.07,0.18,0.07,,
YouGov,Sun,,,2014-11-24,,0.3,0.34,0.06,0.18,0.06,,
YouGov,Sun,,,2014-11-25,,0.32,0.33,0.07,0.16,0.06,,
YouGov,Sun,,,2014-11-26,,0.33,0.32,0.06,0.16,0.07,,
Kantar TNS,,,,2014-11-27,,0.3,0.31,0.06,0.19,0.06,,
Populus,,,,2014-11-27,,0.32,0.37,0.09,0.14,0.04,,
YouGov,Sun,,,2014-11-27,,0.31,0.31,0.08,0.17,0.06,,
YouGov,Sunday Times,,,2014-11-28,,0.32,0.34,0.07,0.15,0.06,,
ComRes,Independent,,,2014-11-30,,0.28,0.31,0.09,0.18,0.07,,
Ashcroft,,,,2014-11-30,,0.3,0.32,0.07,0.16,0.06,,
Populus,,,,2014-11-30,,0.32,0.35,0.09,0.14,0.05,,
YouGov,Sun,,,2014-12-01,,0.32,0.32,0.08,0.15,0.06,,
YouGov,Sun,,,2014-12-02,,0.32,0.33,0.07,0.16,0.07,,
YouGov,Sun,,,2014-12-03,,0.32,0.31,0.06,0.17,0.07,,
Opinium,Observer,,,2014-12-04,,0.29,0.34,0.06,0.19,0.06,,
Populus,,,,2014-12-04,,0.33,0.35,0.09,0.14,0.04,,
YouGov,Sun,,,2014-12-04,,0.31,0.32,0.07,0.15,0.08,,
YouGov,Sunday Times,,,2014-12-05,,0.32,0.32,0.06,0.17,0.07,,
Ashcroft,,,,2014-12-07,,0.3,0.31,0.08,0.19,0.05,,
Populus,,,,2014-12-07,,0.33,0.36,0.08,0.15,0.04,,
YouGov,Sun,,,2014-12-08,,0.34,0.33,0.06,0.15,0.06,,
YouGov,Sun,,,2014-12-09,,0.32,0.32,0.08,0.15,0.07,,
YouGov,Sun,,,2014-12-10,,0.33,0.33,0.06,0.15,0.07,,
Populus,,,,2014-12-11,,0.34,0.35,0.09,0.14,0.04,,
YouGov,Sun,,,2014-12-11,,0.32,0.34,0.07,0.14,0.07,,
ComRes,Ind on Sun/Sun Mirror,,,2014-12-12,,0.33,0.34,0.08,0.18,0.02,,
YouGov,Sunday Times,,,2014-12-12,,0.32,0.32,0.07,0.16,0.07,,
ComRes,Independent,,,2014-12-14,,0.29,0.32,0.12,0.16,0.05,,
Populus,,,,2014-12-14,,0.34,0.36,0.1,0.12,0.05,,
Ipsos MORI,Evening Standard,,,2014-12-15,,0.32,0.29,0.09,0.13,0.09,,
YouGov,Sun,,,2014-12-15,,0.32,0.34,0.06,0.14,0.08,,
ICM,Guardian,,,2014-12-16,,0.28,0.33,0.14,0.14,0.05,,
YouGov,Sun,,,2014-12-16,,0.33,0.34,0.06,0.16,0.06,,
YouGov,Sun,,,2014-12-17,,0.33,0.33,0.08,0.14,0.07,,
Opinium,Observer,,,2014-12-18,,0.29,0.36,0.06,0.16,0.05,,
Populus,,,,2014-12-18,,0.34,0.35,0.09,0.13,0.04,,
YouGov,Sun,,,2014-12-18,,0.3,0.35,0.06,0.16,0.08,,
Survation,Mirror,,,2014-12-19,,0.3,0.33,0.1,0.21,0.03,,
YouGov,Sunday Times,,,2014-12-19,,0.32,0.34,0.06,0.15,0.08,,
Populus,,,,2014-12-21,,0.35,0.35,0.09,0.12,0.04,,
YouGov,Sun,,,2014-12-22,,0.32,0.36,0.06,0.16,0.05,,
Opinium,Observer,,,2015-01-02,,0.32,0.33,0.08,0.17,0.04,,
Populus,,,,2015-01-04,,0.34,0.35,0.09,0.12,0.05,,
YouGov,Sun,,,2015-01-05,,0.31,0.34,0.07,0.14,0.08,,
YouGov,Sun,,,2015-01-06,,0.33,0.33,0.07,0.13,0.08,,
YouGov,Sun,,,2015-01-07,,0.32,0.33,0.07,0.15,0.07,,
Kantar TNS,,,,2015-01-08,,0.28,0.35,0.06,0.18,0.05,,
Populus,,,,2015-01-08,,0.33,0.34,0.08,0.14,0.06,,
YouGov,Sun,,,2015-01-08,,0.33,0.33,0.08,0.13,0.07,,
YouGov,Sunday Times,,,2015-01-09,,0.32,0.32,0.07,0.18,0.06,,
Ashcroft,,,,2015-01-11,,0.34,0.28,0.08,0.16,0.08,,
Populus,,,,2015-01-11,,0.32,0.37,0.1,0.13,0.04,,
YouGov,Sun,,,2015-01-12,,0.32,0.33,0.06,0.17,0.06,,
Ipsos MORI,Evening Standard,,,2015-01-13,,0.33,0.34,0.08,0.11,0.08,,
YouGov,Sun,,,2015-01-13,,0.32,0.33,0.07,0.14,0.07,,
YouGov,Sun,,,2015-01-14,,0.32,0.34,0.06,0.15,0.07,,
Opinium,Observer,,,2015-01-15,,0.28,0.33,0.07,0.2,0.06,,
Populus,,,,2015-01-15,,0.32,0.35,0.09,0.14,0.06,,
YouGov,Sun,,,2015-01-15,,0.32,0.32,0.06,0.16,0.08,,
ComRes,Ind on Sun/Sun Mirror,,,2015-01-16,,0.33,0.34,0.07,0.18,0.03,,
YouGov,Sun on Sunday,,,2015-01-16,,0.31,0.33,0.07,0.13,0.07,,
YouGov,Sunday Times,,,2015-01-16,,0.31,0.32,0.07,0.18,0.07,,
Ashcroft,,,,2015-01-18,,0.29,0.28,0.09,0.15,0.11,,
Populus,,,,2015-01-18,,0.35,0.36,0.08,0.13,0.04,,
Kantar TNS,,,,2015-01-19,,0.31,0.31,0.08,0.16,0.07,,
ICM,Guardian,,,2015-01-19,,0.3,0.33,0.11,0.11,0.09,,
YouGov,Sun,,,2015-01-19,,0.32,0.32,0.08,0.15,0.07,,
YouGov,Sun,,,2015-01-20,,0.32,0.3,0.08,0.15,0.1,,
YouGov,Sun,,,2015-01-21,,0.33,0.34,0.06,0.14,0.08,,
Populus,,,,2015-01-22,,0.32,0.36,0.09,0.13,0.06,,
YouGov,Sun,,,2015-01-22,,0.31,0.33,0.07,0.17,0.08,,
YouGov,Sunday Times,,,2015-01-23,,0.32,0.32,0.07,0.15,0.07,,
ComRes,Independent,,,2015-01-25,,0.31,0.3,0.08,0.17,0.07,,
Survation,Mirror,,,2015-01-25,,0.31,0.3,0.07,0.23,0.03,,
Ashcroft,,,,2015-01-25,,0.32,0.32,0.06,0.15,0.09,,
Populus,,,,2015-01-25,,0.34,0.35,0.09,0.13,0.06,,
YouGov,Sun,,,2015-01-26,,0.34,0.33,0.06,0.15,0.07,,
YouGov,Sun,,,2015-01-27,,0.34,0.33,0.07,0.14,0.07,,
YouGov,Sun,,,2015-01-28,,0.33,0.33,0.06,0.15,0.07,,
Populus,,,,2015-01-29,,0.34,0.35,0.1,0.14,0.04,,
YouGov,Sun,,,2015-01-29,,0.34,0.34,0.06,0.14,0.07,,
YouGov,Sunday Times,,,2015-01-30,,0.32,0.35,0.07,0.15,0.06,,
Opinium,Observer,,,2015-01-30,,0.32,0.33,0.05,0.18,0.06,,
Ashcroft,,,,2015-02-01,,0.31,0.31,0.08,0.15,0.09,,
Populus,,,,2015-02-01,,0.31,0.34,0.08,0.14,0.04,,
Kantar TNS,,,,2015-02-02,,0.27,0.33,0.06,0.18,0.08,,
YouGov,Sun,,,2015-02-02,,0.33,0.35,0.07,0.14,0.06,,
YouGov,Sun,,,2015-02-03,,0.33,0.33,0.07,0.14,0.07,,
YouGov,Sun,,,2015-02-04,,0.34,0.33,0.06,0.13,0.07,,
Populus,,,,2015-02-05,,0.31,0.34,0.08,0.16,0.05,,
YouGov,Sun,,,2015-02-05,,0.32,0.33,0.09,0.15,0.05,,
YouGov,Sunday Times,,,2015-02-06,,0.32,0.33,0.07,0.15,0.08,,
Opinium,Observer,,,2015-02-06,,0.32,0.34,0.07,0.15,0.08,,
Ashcroft,,,,2015-02-08,,0.34,0.31,0.09,0.14,0.06,,
Populus,,,,2015-02-08,,0.33,0.34,0.08,0.15,0.04,,
YouGov,Sun,,,2015-02-09,,0.34,0.33,0.07,0.14,0.07,,
Ipsos MORI,Evening Standard,,,2015-02-10,,0.34,0.36,0.06,0.09,0.07,,
YouGov,Sun,,,2015-02-10,,0.33,0.35,0.06,0.13,0.08,,
YouGov,Sun,,,2015-02-11,,0.32,0.33,0.07,0.15,0.07,,
Opinium,Observer,,,2015-02-12,,0.33,0.35,0.08,0.14,0.06,,
Populus,,,,2015-02-12,,0.31,0.34,0.09,0.14,0.06,,
YouGov,Sun,,,2015-02-12,,0.31,0.34,0.07,0.15,0.07,,
YouGov,Sunday Times,,,2015-02-13,,0.32,0.35,0.07,0.15,0.07,,
ComRes,Ind on Sun/Sun Mirror,,,2015-02-13,,0.32,0.34,0.07,0.16,0.04,,
Ashcroft,,,,2015-02-15,,0.3,0.31,0.09,0.16,0.08,,
ICM,Guardian,,,2015-02-15,,0.36,0.32,0.1,0.09,0.07,,
Populus,,,,2015-02-15,,0.31,0.33,0.1,0.15,0.05,,
Kantar TNS,,,,2015-02-16,,0.28,0.35,0.06,0.18,0.07,,
YouGov,Sun,,,2015-02-16,,0.32,0.32,0.06,0.16,0.08,,
YouGov,Sun,,,2015-02-17,,0.33,0.34,0.06,0.15,0.07,,
YouGov,Sun,,,2015-02-18,,0.32,0.34,0.08,0.14,0.06,,
Populus,,,,2015-02-19,,0.31,0.32,0.09,0.17,0.06,,
YouGov,Sun,,,2015-02-19,,0.32,0.33,0.09,0.15,0.06,,
YouGov,Sunday Times,,,2015-02-20,,0.33,0.34,0.08,0.13,0.06,,
Opinium,Observer,,,2015-02-20,,0.35,0.33,0.06,0.15,0.07,,
Ashcroft,,,,2015-02-22,,0.32,0.36,0.07,0.11,0.08,,
Populus,,,,2015-02-22,,0.32,0.32,0.09,0.15,0.06,,
Survation,Mirror,,,2015-02-23,,0.28,0.34,0.1,0.19,0.04,,
ComRes,Daily Mail,,,2015-02-23,,0.34,0.32,0.08,0.13,0.06,,
YouGov,Sun,,,2015-02-23,,0.33,0.33,0.08,0.13,0.07,,
YouGov,Sun,,,2015-02-24,,0.35,0.33,0.06,0.14,0.07,,
YouGov,Sun,,,2015-02-25,,0.33,0.33,0.08,0.15,0.06,,
Opinium,Observer,,,2015-02-26,,0.34,0.35,0.06,0.14,0.06,,
Populus,,,,2015-02-26,,0.31,0.33,0.09,0.16,0.06,,
YouGov,Sun,,,2015-02-26,,0.33,0.34,0.08,0.13,0.06,,
YouGov,Sunday Times,,,2015-02-27,,0.34,0.34,0.08,0.14,0.05,,
Ashcroft,,,,2015-03-01,,0.34,0.31,0.07,0.14,0.07,,
Populus,,,,2015-03-01,,0.32,0.34,0.08,0.14,0.05,,
YouGov,Sun,,,2015-03-02,,0.35,0.32,0.07,0.15,0.06,,
YouGov,Sun,,,2015-03-03,,0.36,0.34,0.05,0.14,0.06,,
YouGov,Sun,,,2015-03-04,,0.34,0.34,0.08,0.14,0.06,,
Populus,,,,2015-03-05,,0.31,0.33,0.08,0.16,0.05,,
YouGov,Sun,,,2015-03-05,,0.31,0.35,0.06,0.15,0.08,,
YouGov,Sunday Times,,,2015-03-06,,0.34,0.33,0.08,0.15,0.05,,
Opinium,Observer,,,2015-03-06,,0.34,0.34,0.08,0.14,0.07,,
Ashcroft,,,,2015-03-08,,0.34,0.3,0.05,0.15,0.08,,
Populus,,,,2015-03-08,,0.32,0.33,0.09,0.15,0.06,,
YouGov,Sun,,,2015-03-09,,0.35,0.31,0.08,0.14,0.06,,
YouGov,Sun,,,2015-03-10,,0.33,0.31,0.08,0.15,0.06,,
Ipsos MORI,Evening Standard,,,2015-03-11,,0.33,0.34,0.08,0.13,0.06,,
YouGov,Sun,,,2015-03-11,,0.34,0.35,0.07,0.14,0.05,,
Opinium,Observer,,,2015-03-12,,0.33,0.35,0.07,0.14,0.07,,
Populus,,,,2015-03-12,,0.29,0.32,0.08,0.18,0.06,,
YouGov,Sun,,,2015-03-12,,0.33,0.32,0.07,0.16,0.06,,
YouGov,Sunday Times,,,2015-03-13,,0.34,0.34,0.07,0.14,0.05,,
ComRes,Ind on Sun/Sun Mirror,,,2015-03-13,,0.33,0.35,0.07,0.16,0.04,,
ICM,Guardian,,,2015-03-15,,0.36,0.35,0.08,0.09,0.04,,
Ashcroft,,,,2015-03-15,,0.31,0.29,0.08,0.15,0.08,,
Populus,,,,2015-03-15,,0.34,0.34,0.08,0.15,0.05,,
Kantar TNS,,,,2015-03-16,,0.33,0.32,0.07,0.17,0.04,,
YouGov,Sun,,,2015-03-16,,0.33,0.35,0.07,0.13,0.07,,
YouGov,Sun,,,2015-03-17,,0.34,0.36,0.07,0.12,0.06,,
YouGov,Sun,,,2015-03-18,,0.33,0.34,0.08,0.14,0.06,,
Opinium,Observer,,,2015-03-19,,0.36,0.33,0.07,0.14,0.06,,
Populus,,,,2015-03-19,,0.31,0.34,0.09,0.17,0.05,,
YouGov,Sun,,,2015-03-19,,0.35,0.33,0.08,0.13,0.06,,
YouGov,Sunday Times,,,2015-03-20,,0.33,0.35,0.08,0.14,0.05,,
Survation,Mail on Sunday,,,2015-03-21,,0.3,0.34,0.1,0.17,0.03,,
ComRes,Daily Mail/ITV News,,,2015-03-22,,0.35,0.35,0.08,0.1,0.07,,
Ashcroft,,,,2015-03-22,,0.33,0.33,0.08,0.12,0.05,,
Populus,,,,2015-03-22,,0.31,0.33,0.09,0.16,0.05,,
YouGov,Sun,,,2015-03-23,,0.34,0.34,0.08,0.12,0.06,,
Survation,Mirror,,,2015-03-24,,0.32,0.33,0.08,0.18,0.04,,
YouGov,Sun,,,2015-03-24,,0.35,0.35,0.08,0.12,0.06,,
Opinium,Observer,,,2015-03-25,,0.34,0.33,0.08,0.13,0.07,,
YouGov,Sun,,,2015-03-25,,0.34,0.35,0.08,0.12,0.06,,
Populus,,,,2015-03-26,,0.31,0.33,0.09,0.16,0.05,,
YouGov,Sun,,,2015-03-26,,0.36,0.34,0.07,0.13,0.05,,
Panelbase,,,,2015-03-26,,0.34,0.34,0.05,0.15,0.06,,
YouGov,Sunday Times,,,2015-03-28,,0.32,0.36,0.08,0.13,0.06,,
Ashcroft,,,,2015-03-29,,0.36,0.34,0.06,0.1,0.07,,
ComRes,Daily Mail/ITV News,,,2015-03-29,,0.36,0.32,0.09,0.12,0.05,,
Populus,,,,2015-03-29,,0.34,0.34,0.08,0.15,0.04,,
Kantar TNS,,,,2015-03-30,,0.33,0.32,0.08,0.16,0.05,,
YouGov,Sun,,,2015-03-30,,0.35,0.35,0.08,0.12,0.05,,
YouGov,Sun,,,2015-03-31,,0.35,0.36,0.07,0.12,0.05,,
Populus,,,,2015-04-01,,0.32,0.34,0.09,0.15,0.05,,
YouGov,Sun,,,2015-04-01,,0.36,0.34,0.08,0.13,0.04,,
Panelbase,,,,2015-04-02,,0.33,0.33,0.07,0.17,0.05,,
YouGov,Sun,,,2015-04-02,,0.37,0.35,0.07,0.12,0.05,,
Opinium,Observer,,,2015-04-03,,0.33,0.33,0.07,0.14,0.07,,
Survation,Mirror,,,2015-04-03,,0.31,0.33,0.09,0.18,0.03,,
YouGov,Sunday Times,,,2015-04-04,,0.34,0.33,0.1,0.13,0.04,,
Populus,,,,2015-04-06,,0.31,0.33,0.1,0.15,0.04,,
Kantar TNS,,,,2015-04-07,,0.3,0.33,0.08,0.19,0.04,,
YouGov,Sun,,,2015-04-07,,0.33,0.35,0.08,0.14,0.05,,
ComRes,Daily Mail/ITV News,,,2015-04-08,,0.34,0.33,0.12,0.12,0.04,,
Survation,Mirror,,,2015-04-08,,0.31,0.35,0.09,0.15,0.04,,
YouGov,Sun,,,2015-04-08,,0.34,0.35,0.08,0.13,0.05,,
Opinium,Observer,,,2015-04-09,,0.36,0.34,0.07,0.11,0.06,,
Populus,,,,2015-04-09,,0.31,0.33,0.08,0.16,0.06,,
YouGov,Sun,,,2015-04-09,,0.35,0.34,0.08,0.12,0.04,,
Panelbase,,,,2015-04-09,,0.31,0.37,0.08,0.16,0.04,,
